Token(type='PREPROC', value='#include <stdarg.h>', line=23, column=0)
Token(type='ASSIGN', value='=', line=136, column=16)
Token(type='CHAR', value='s', line=136, column=20)
Token(type='PARCLOSE', value=')', line=136, column=22)
Token(type='BRACEOPEN', value='{', line=136, column=24)
Token(type='ID', value='register', line=137, column=4)
Token(type='ID', value='char', line=137, column=13)
Token(type='ARITOP', value='*', line=137, column=18)
Token(type='ID', value='s', line=137, column=19)
Token(type='ASSIGN', value='=', line=137, column=21)
Token(type='PAROPEN', value='(', line=137, column=23)
Token(type='ID', value='char', line=137, column=24)
Token(type='ARITOP', value='*', line=137, column=29)
Token(type='PARCLOSE', value=')', line=137, column=30)
Token(type='ID', value='va_arg', line=137, column=31)
Token(type='PAROPEN', value='(', line=137, column=37)
Token(type='ID', value='args', line=137, column=39)
Token(type='LISTSEP', value=',', line=137, column=43)
Token(type='ID', value='int', line=137, column=45)
Token(type='PARCLOSE', value=')', line=137, column=49)
Token(type='END', value=';', line=137, column=50)
Token(type='ID', value='pc', line=138, column=4)
Token(type='ARITOP', value='+', line=138, column=7)
Token(type='ASSIGN', value='=', line=138, column=8)
Token(type='ID', value='prints', line=138, column=10)
Token(type='PAROPEN', value='(', line=138, column=17)
Token(type='ID', value='out', line=138, column=18)
Token(type='LISTSEP', value=',', line=138, column=21)
Token(type='ID', value='s', line=138, column=23)
Token(type='ID', value='s', line=138, column=25)
Token(type='ARITOP', value=':', line=138, column=26)
Token(type='STRING', value='(null)', line=138, column=34)
Token(type='LISTSEP', value=',', line=138, column=35)
Token(type='ID', value='width', line=138, column=37)
Token(type='LISTSEP', value=',', line=138, column=42)
Token(type='ID', value='pad', line=138, column=44)
Token(type='PARCLOSE', value=')', line=138, column=47)
Token(type='END', value=';', line=138, column=48)
Token(type='ID', value='continue', line=139, column=4)
Token(type='END', value=';', line=139, column=12)
Token(type='BRACECLOSE', value='}', line=140, column=3)
Token(type='IF', value='if', line=141, column=3)
Token(type='PAROPEN', value='(', line=141, column=5)
Token(type='ARITOP', value='*', line=141, column=7)
Token(type='ID', value='format', line=141, column=8)
Token(type='ASSIGN', value='=', line=141, column=15)
Token(type='ASSIGN', value='=', line=141, column=16)
Token(type='CHAR', value='d', line=141, column=20)
Token(type='PARCLOSE', value=')', line=141, column=22)
Token(type='BRACEOPEN', value='{', line=141, column=24)
Token(type='ID', value='pc', line=142, column=4)
Token(type='ARITOP', value='+', line=142, column=7)
Token(type='ASSIGN', value='=', line=142, column=8)
Token(type='ID', value='printi', line=142, column=10)
Token(type='PAROPEN', value='(', line=142, column=17)
Token(type='ID', value='out', line=142, column=18)
Token(type='LISTSEP', value=',', line=142, column=21)
Token(type='ID', value='va_arg', line=142, column=23)
Token(type='PAROPEN', value='(', line=142, column=29)
Token(type='ID', value='args', line=142, column=31)
Token(type='LISTSEP', value=',', line=142, column=35)
Token(type='ID', value='int', line=142, column=37)
Token(type='PARCLOSE', value=')', line=142, column=41)
Token(type='LISTSEP', value=',', line=142, column=42)
Token(type='NUMBER', value=10, line=142, column=44)
Token(type='LISTSEP', value=',', line=142, column=46)
Token(type='NUMBER', value=1, line=142, column=48)
Token(type='LISTSEP', value=',', line=142, column=49)
Token(type='ID', value='width', line=142, column=51)
Token(type='LISTSEP', value=',', line=142, column=56)
Token(type='ID', value='pad', line=142, column=58)
Token(type='LISTSEP', value=',', line=142, column=61)
Token(type='CHAR', value='a', line=142, column=65)
Token(type='PARCLOSE', value=')', line=142, column=66)
Token(type='END', value=';', line=142, column=67)
Token(type='ID', value='continue', line=143, column=4)
Token(type='END', value=';', line=143, column=12)
Token(type='BRACECLOSE', value='}', line=144, column=3)
Token(type='IF', value='if', line=145, column=3)
Token(type='PAROPEN', value='(', line=145, column=5)
Token(type='ARITOP', value='*', line=145, column=7)
Token(type='ID', value='format', line=145, column=8)
Token(type='ASSIGN', value='=', line=145, column=15)
Token(type='ASSIGN', value='=', line=145, column=16)
Token(type='CHAR', value='x', line=145, column=20)
Token(type='PARCLOSE', value=')', line=145, column=22)
Token(type='BRACEOPEN', value='{', line=145, column=24)
Token(type='ID', value='pc', line=146, column=4)
Token(type='ARITOP', value='+', line=146, column=7)
Token(type='ASSIGN', value='=', line=146, column=8)
Token(type='ID', value='printi', line=146, column=10)
Token(type='PAROPEN', value='(', line=146, column=17)
Token(type='ID', value='out', line=146, column=18)
Token(type='LISTSEP', value=',', line=146, column=21)
Token(type='ID', value='va_arg', line=146, column=23)
Token(type='PAROPEN', value='(', line=146, column=29)
Token(type='ID', value='args', line=146, column=31)
Token(type='LISTSEP', value=',', line=146, column=35)
Token(type='ID', value='int', line=146, column=37)
Token(type='PARCLOSE', value=')', line=146, column=41)
Token(type='LISTSEP', value=',', line=146, column=42)
Token(type='NUMBER', value=16, line=146, column=44)
Token(type='LISTSEP', value=',', line=146, column=46)
Token(type='NUMBER', value=0, line=146, column=48)
Token(type='LISTSEP', value=',', line=146, column=49)
Token(type='ID', value='width', line=146, column=51)
Token(type='LISTSEP', value=',', line=146, column=56)
Token(type='ID', value='pad', line=146, column=58)
Token(type='LISTSEP', value=',', line=146, column=61)
Token(type='CHAR', value='a', line=146, column=65)
Token(type='PARCLOSE', value=')', line=146, column=66)
Token(type='END', value=';', line=146, column=67)
Token(type='ID', value='continue', line=147, column=4)
Token(type='END', value=';', line=147, column=12)
Token(type='BRACECLOSE', value='}', line=148, column=3)
Token(type='IF', value='if', line=149, column=3)
Token(type='PAROPEN', value='(', line=149, column=5)
Token(type='ARITOP', value='*', line=149, column=7)
Token(type='ID', value='format', line=149, column=8)
Token(type='ASSIGN', value='=', line=149, column=15)
Token(type='ASSIGN', value='=', line=149, column=16)
Token(type='CHAR', value='X', line=149, column=20)
Token(type='PARCLOSE', value=')', line=149, column=22)
Token(type='BRACEOPEN', value='{', line=149, column=24)
Token(type='ID', value='pc', line=150, column=4)
Token(type='ARITOP', value='+', line=150, column=7)
Token(type='ASSIGN', value='=', line=150, column=8)
Token(type='ID', value='printi', line=150, column=10)
Token(type='PAROPEN', value='(', line=150, column=17)
Token(type='ID', value='out', line=150, column=18)
Token(type='LISTSEP', value=',', line=150, column=21)
Token(type='ID', value='va_arg', line=150, column=23)
Token(type='PAROPEN', value='(', line=150, column=29)
Token(type='ID', value='args', line=150, column=31)
Token(type='LISTSEP', value=',', line=150, column=35)
Token(type='ID', value='int', line=150, column=37)
Token(type='PARCLOSE', value=')', line=150, column=41)
Token(type='LISTSEP', value=',', line=150, column=42)
Token(type='NUMBER', value=16, line=150, column=44)
Token(type='LISTSEP', value=',', line=150, column=46)
Token(type='NUMBER', value=0, line=150, column=48)
Token(type='LISTSEP', value=',', line=150, column=49)
Token(type='ID', value='width', line=150, column=51)
Token(type='LISTSEP', value=',', line=150, column=56)
Token(type='ID', value='pad', line=150, column=58)
Token(type='LISTSEP', value=',', line=150, column=61)
Token(type='CHAR', value='A', line=150, column=65)
Token(type='PARCLOSE', value=')', line=150, column=66)
Token(type='END', value=';', line=150, column=67)
Token(type='ID', value='continue', line=151, column=4)
Token(type='END', value=';', line=151, column=12)
Token(type='BRACECLOSE', value='}', line=152, column=3)
Token(type='IF', value='if', line=153, column=3)
Token(type='PAROPEN', value='(', line=153, column=5)
Token(type='ARITOP', value='*', line=153, column=7)
Token(type='ID', value='format', line=153, column=8)
Token(type='ASSIGN', value='=', line=153, column=15)
Token(type='ASSIGN', value='=', line=153, column=16)
Token(type='CHAR', value='u', line=153, column=20)
Token(type='PARCLOSE', value=')', line=153, column=22)
Token(type='BRACEOPEN', value='{', line=153, column=24)
Token(type='ID', value='pc', line=154, column=4)
Token(type='ARITOP', value='+', line=154, column=7)
Token(type='ASSIGN', value='=', line=154, column=8)
Token(type='ID', value='printi', line=154, column=10)
Token(type='PAROPEN', value='(', line=154, column=17)
Token(type='ID', value='out', line=154, column=18)
Token(type='LISTSEP', value=',', line=154, column=21)
Token(type='ID', value='va_arg', line=154, column=23)
Token(type='PAROPEN', value='(', line=154, column=29)
Token(type='ID', value='args', line=154, column=31)
Token(type='LISTSEP', value=',', line=154, column=35)
Token(type='ID', value='int', line=154, column=37)
Token(type='PARCLOSE', value=')', line=154, column=41)
Token(type='LISTSEP', value=',', line=154, column=42)
Token(type='NUMBER', value=10, line=154, column=44)
Token(type='LISTSEP', value=',', line=154, column=46)
Token(type='NUMBER', value=0, line=154, column=48)
Token(type='LISTSEP', value=',', line=154, column=49)
Token(type='ID', value='width', line=154, column=51)
Token(type='LISTSEP', value=',', line=154, column=56)
Token(type='ID', value='pad', line=154, column=58)
Token(type='LISTSEP', value=',', line=154, column=61)
Token(type='CHAR', value='a', line=154, column=65)
Token(type='PARCLOSE', value=')', line=154, column=66)
Token(type='END', value=';', line=154, column=67)
Token(type='ID', value='continue', line=155, column=4)
Token(type='END', value=';', line=155, column=12)
Token(type='BRACECLOSE', value='}', line=156, column=3)
Token(type='IF', value='if', line=157, column=3)
Token(type='PAROPEN', value='(', line=157, column=5)
Token(type='ARITOP', value='*', line=157, column=7)
Token(type='ID', value='format', line=157, column=8)
Token(type='ASSIGN', value='=', line=157, column=15)
Token(type='ASSIGN', value='=', line=157, column=16)
Token(type='CHAR', value='c', line=157, column=20)
Token(type='PARCLOSE', value=')', line=157, column=22)
Token(type='BRACEOPEN', value='{', line=157, column=24)
Token(type='ID', value='scr', line=159, column=4)
Token(type='BRACKOPEN', value='[', line=159, column=7)
Token(type='NUMBER', value=0, line=159, column=8)
Token(type='BRACKCLOSE', value=']', line=159, column=9)
Token(type='ASSIGN', value='=', line=159, column=11)
Token(type='PAROPEN', value='(', line=159, column=13)
Token(type='ID', value='char', line=159, column=14)
Token(type='PARCLOSE', value=')', line=159, column=18)
Token(type='ID', value='va_arg', line=159, column=19)
Token(type='PAROPEN', value='(', line=159, column=25)
Token(type='ID', value='args', line=159, column=27)
Token(type='LISTSEP', value=',', line=159, column=31)
Token(type='ID', value='int', line=159, column=33)
Token(type='PARCLOSE', value=')', line=159, column=37)
Token(type='END', value=';', line=159, column=38)
Token(type='ID', value='scr', line=160, column=4)
Token(type='BRACKOPEN', value='[', line=160, column=7)
Token(type='NUMBER', value=1, line=160, column=8)
Token(type='BRACKCLOSE', value=']', line=160, column=9)
Token(type='ASSIGN', value='=', line=160, column=11)
Token(type='CHAR', value='0', line=160, column=16)
Token(type='END', value=';', line=160, column=17)
Token(type='ID', value='pc', line=161, column=4)
Token(type='ARITOP', value='+', line=161, column=7)
Token(type='ASSIGN', value='=', line=161, column=8)
Token(type='ID', value='prints', line=161, column=10)
Token(type='PAROPEN', value='(', line=161, column=17)
Token(type='ID', value='out', line=161, column=18)
Token(type='LISTSEP', value=',', line=161, column=21)
Token(type='ID', value='scr', line=161, column=23)
Token(type='LISTSEP', value=',', line=161, column=26)
Token(type='ID', value='width', line=161, column=28)
Token(type='LISTSEP', value=',', line=161, column=33)
Token(type='ID', value='pad', line=161, column=35)
Token(type='PARCLOSE', value=')', line=161, column=38)
Token(type='END', value=';', line=161, column=39)
Token(type='ID', value='continue', line=162, column=4)
Token(type='END', value=';', line=162, column=12)
Token(type='BRACECLOSE', value='}', line=163, column=3)
Token(type='BRACECLOSE', value='}', line=164, column=2)
Token(type='ELSE', value='else', line=165, column=2)
Token(type='BRACEOPEN', value='{', line=165, column=7)
Token(type='ID', value='out', line=166, column=2)
Token(type='ARITOP', value=':', line=166, column=5)
Token(type='ID', value='printchar', line=167, column=3)
Token(type='PAROPEN', value='(', line=167, column=13)
Token(type='ID', value='out', line=167, column=14)
Token(type='LISTSEP', value=',', line=167, column=17)
Token(type='ARITOP', value='*', line=167, column=19)
Token(type='ID', value='format', line=167, column=20)
Token(type='PARCLOSE', value=')', line=167, column=26)
Token(type='END', value=';', line=167, column=27)
Token(type='ARITOP', value='+', line=168, column=3)
Token(type='ARITOP', value='+', line=168, column=4)
Token(type='ID', value='pc', line=168, column=5)
Token(type='END', value=';', line=168, column=7)
Token(type='BRACECLOSE', value='}', line=169, column=2)
Token(type='BRACECLOSE', value='}', line=170, column=1)
Token(type='IF', value='if', line=171, column=1)
Token(type='PAROPEN', value='(', line=171, column=4)
Token(type='ID', value='out', line=171, column=5)
Token(type='PARCLOSE', value=')', line=171, column=8)
Token(type='ARITOP', value='*', line=171, column=10)
Token(type='ARITOP', value='*', line=171, column=11)
Token(type='ID', value='out', line=171, column=12)
Token(type='ASSIGN', value='=', line=171, column=16)
Token(type='CHAR', value='0', line=171, column=21)
Token(type='END', value=';', line=171, column=22)
Token(type='ID', value='va_end', line=172, column=1)
